,title,views,description,likes,date
22,DOUCEUR DANS L'HAIR (22),264.0,DOUCEUR DANS L'HAIR a pour projet de développer des gammes de produits capillaires pour cheveux texturés à base de beurres et d'huiles végétales afro-caraibé...,63.0,03-30
23,NEATY (83),56.0,"NEATY a pour objectif de développer une marque de produits de première nécessité écoresponsable (rechargeables), avec une composition saine mais également in...",1.0,03-30
24,YUKI (13),750.0,YUKI propose des jeux uniques et personnalisés qui rapprochent les gens !- Projet porté par Benoit CatanesePour suivre le Moovjee : Site : https://www.moovje...,135.0,03-30
25,RECIT (94),93.0,"Avec RECIT, concevez le livre des moments les plus importants de votre vie à transmettre à vos proches. Enregistrez les histoires de vos proches. Ces dernièr...",11.0,03-30
26,KASSY (75),214.0,KASSY est une société commerciale qui a pour objectif de faire découvrir aux consommateurs des produits artisanaux provenant de différentes régions du monde....,19.0,03-30
27,OVA DETECH (17),1249.0,OVA DETECH accompagne toutes les femmes du début de leur vie sexuelle jusqu’à la ménopause en leur permettant de mieux connaitre leur cycle et donc d’adapter...,182.0,03-30
28,MELOTICK (92),531.0,"MELOTICK est une plateforme culturelle regroupant un agenda culturel pour trouver des événements culturels en France, une bourse aux billets pour acheter ou ...",102.0,03-30
29,V.UBIK (57),135.0,V.UBIK veut intégrer le marché de l'esport en diffusant les différentes parties League of Legend à travers un avatar dans une salle afin de pouvoir partager ...,15.0,03-30
30,PERLA MODA (35),111.0,Perla Moda propose à ses clients des accessoires durables en perles faits à la main qui allient créativité et esthétique pour rendre le luxe d’un bijou ou d’...,17.0,03-30
31,HORMONE.IA (75),130.0,HORMONE.IA développe le premier assistant de fertilité pour couple. Ce dispositif médical (DM) permettra d'accompagner hommes et femmes dans leur parcours de...,15.0,03-30
32,AULIA (59),238.0,La mission d'AULIA est de soulager l'aidant familial dans l'organisation de la dépendance d'une personne en perte d’autonomie à domicile.- Projet de Jade Nue...,36.0,03-30
33,DYOQAR (59),82.0,DYOQAR propose du matériel sportif durables et uniques pour les activités de sport & bien-être à domicile fabriqués à partir de matières bioscourcées.- Proje...,1.0,03-30
34,PAVENROD (74),360.0,PAVENROD est né de la volonté de préserver la montagne en développer un vestiaire complet homme / femme de vêtements outdoor performants made in France en ma...,86.0,03-30
35,MINUIT BLONDE (13),1517.0,MINUIT BLONDE est une agence artistique qui propose :- La vente en ligne de pièces produites par des créateurs indépendants- L'organisation d'évènements cult...,315.0,03-30
36,OPENDO (57),52.0,"OPENDO est une épicerie nocturne lambda spécialisée dans les produits exotiques et multiculturels, notamment avec un étalage de fruits et légumes tropicaux, ...",1.0,03-30
37,TASH (44),51.0,TASH souhaite devenir la plateforme référente pour la création de marque de mode originale et responsable. TASH permet aux créateurs de contenu de facilement...,1.0,03-30
38,CELESTINE HAIR MAKEUP ARTIS (59),94.0,CELESTINE HAIR MAKEUP ARTIST propose des prestations de maquillage.- Projet porté par Célestine HelynckPour suivre le Moovjee : Site : https://www.moovjee.fr...,5.0,03-30
39,REVOLEAF (31),60.0,"REVOLEAF propose une culture végétale à base de lentille d'eau. Cette culture amène un nouveau produit frais avec qualités nutritionnelles essentielles, une ...",1.0,03-30
40,FREE2BET (57),66.0,Free2bet est une application mobile de paris sportifs gratuits. Ici pas d'argent en jeu mais des crédits virtuels qui peuvent ensuite être échangés contre de...,0.0,03-30
41,SAUVÈ (69),63.0,"SAUVÈ, ce sont des barres nutritionnelles naturellement riches en fer qui permettent d'optimiser et de renforcer les apports en fer au quotidien.- Projet por...",1.0,03-30
42,LES BELLES TRUFFES (92),1138.0,Les Belles Truffes ont pour mission de contribuer aux bien-être des chiens en proposant un service premium et ultra-personnalisé de micro-crèche canine . Par...,190.0,03-30
43,HAPPYPRO (17),1215.0,"HappyPro met en relation des professionnels et des particuliers pour du service à domicile de courte durée (PetSitting/Ménage/..). Le concept, regrouper les ...",290.0,03-30
44,MADE IN CLÉMENCE (49),62.0,"Via le processus de surcyclage (ou upcycling), Made In Clémence  transforme les déchets textiles en produits responsables proposés aux particuliers et aux pr...",4.0,03-30
45,IKIDAÏ (59),55.0,"IKIDAÏ développe des bornes interactives et créatives pour enfants. Créatrices de lien social entre enfants et avec leurs accompagnateurs, leurs bornes perme...",0.0,03-30
46,HELLO WASTE (22),106.0,Hello Waste a pour objectif de protéger l'humain et l'environnement. Ils imaginent les objets de demain avec les déchets d'aujourd'hui en proposant de la fab...,4.0,03-30
47,COSPLAY SMART (83),409.0,COSPLAY SMART est un projet de boutique en ligne de vente de produit pour la réalisation de costume cosplay et un service de réalisation de costume sur-mesur...,95.0,03-30
48,SAMADHA (69),288.0,SAMADHA est une boutique en ligne dédiée à l’Ayurvéda qui sélectionne les meilleures marques de produits et propose des outils pratiques et inspirants pour v...,79.0,03-30
49,BLOOSENS (75),1825.0,La mission de BLOOSENS est d'apporter une solution à toutes les personnes gênées par leurs douleurs menstruelles. Soulager leur quotidien en leur apportant u...,413.0,03-30
50,PHEASE (74),51.0,PHEASE met à disposition des projets à impact grâce à une plateforme qui assure la transparence de leurs fonds et mettre en avant l'impact réalisé. Cette pla...,2.0,03-30
51,LCDG (64),1636.0,"LCDG souhaite rendre accessible la communication physique de produits ou de services plus éthiques, tout en apportant un complément de revenu sans effort sup...",386.0,03-30
52,MITUP (95),104.0,MITUP favorise l'insertion des jeunes talents sur le marché de l'emploi et les accompagner dans leur entrée dans la vie active.  Le service proposé est un ab...,15.0,03-30
53,MOKILO PACKAGE (44),81.0,Mokilo Package est une plateforme marketplace de co-bagage qui connecte les voyageurs pour qu'ils partagent les frais de transport de leurs bagages. Un servi...,4.0,03-30
54,GREEZ (28),68.0,"Greez est une plateforme E-commerce spécialisée dans la gestion d’invendus cosmétiques. Les professionnels, distributeurs qui ont des produits invendus les s...",4.0,03-30
55,ASYORA (92),308.0,ASYORA est un outil de collaboration permettant de repenser la notion de réunion en entreprise.- Projet porté par Paul-Emmanuel BrouxPour suivre le Moovjee :...,53.0,03-30
56,KAYLO (91),86.0,"Kaylo est une application mobile qui permet de faire ses courses et de commander son panier en livraison, en click & collect dans le supermarché où son panie...",1.0,03-30
57,SIZZY (75),136.0,"SIZZY ce sont chaussures grandes tailles modernes qui tiennent compte des complexes créés par la société. Notre marque offre la disponibilité, la modernité e...",18.0,03-30
58,MILLENIUM (97),200.0,MILLENIUM est un service de restauration gastronomique qui propose des plats originaux et revisités pour vous faire voyager.- Projet porté par Dylan Mangalam...,33.0,03-30
59,FIN MUSEAU (40),216.0,"FIN MUSEAU propose des friandises et compléments alimentaires pour chien à base de super-aliment (chanvre, spiruline et moringa) 100% naturel, sans céréales,...",32.0,03-30
60,FITOUXE (75),1183.0,FITOUXE est une application mobile qui a pour vocation de centraliser ce qui se fait de meilleur en terme d'application d'accompagnement sportif et nutrition...,231.0,03-30
61,TAKOTAK (13),174.0,"TAKOTAL est un projet de restauration rapide, saine et locale en click&collect, drive et casiers réfrigérés. Leur mission est de proposer une alternative plu...",20.0,03-30
62,EQTAS.E (37),376.0,"EQTAS.E est une association de prévention santé, par et pour les personnes LGBTQIA+ et/ou celles ayant un handicap. Ils oeuvrent pour réduire les inégalités ...",101.0,03-30
63,AQUAEDEN (78),781.0,"AQUAEDEN a pour objectif de construire un monde meilleur pour les générations futures, au travers du respect de l’environnement et de l’agroalimentaire ; grâ...",142.0,03-30
64,VENOVIA (75),250.0,Venovia a pour objectif de faire oublier la contrainte et simplifier la prise des multiples médicaments au quotidien pour les personnes atteintes de maladies...,71.0,03-30
65,SLOW GO (67),369.0,"SLOWGO est une agence de voyage éco responsable qui propose des itinéraires à faible émission de CO2. Avec SLOW GO, ce seront seulement des transports bas ca...",95.0,03-30
66,FOODYVOR (69),516.0,FOODYVOR est un concept d'accompagnement pour les créateurs culinaires pour donner de la visibilité aux concepts internationaux. Aider les passionnés de food...,159.0,03-30
67,NATUR'ÉVEIL (12),853.0,Le centre d'activités NATUR'ÉVEIL est un lieu d'accueil et d'apprentissage autour de la nature pour les enfants de 6 à 12 ans. C'est un moyen de sensibiliser...,190.0,03-30
68,BIODI (59),102.0,"BIODI accompagne les entreprises dans leur transition écologique avec des team building à impacts, des ateliers de construction, d'observation et de sensibil...",9.0,03-30
69,GATSBI (13),72.0,"GATSBI est une plateforme de vente de billets pour événements permettant aux promoteurs (BDE, artistes, etc.) de se connecter avec leur communauté et prestat...",1.0,03-30
70,DOGGY PARK (42),357.0,DOGGY PARK est un projet de parc de loisirs canin afin de créer un parc éco-responsable qui respecte du bien être animal.- Projet porté par Thomas FayantPour...,70.0,03-30
71,BOOBS (75),392.0,"Boobs améliore les équipements sportifs des femmes aux fortes poitrines pour qu’elles puissent faire du sport en bonnes conditions, tout en regagnant confian...",44.0,03-30
72,LES CENDRIERS DU LITTORAL (13),48.0,Les Cendres du Littoral propose un service d'implantation de cendriers urbains sur tout le littoral marseillais pour pallier à ce déchet trop présent. Des éq...,2.0,03-30
73,ILLICOGREEN (75),166.0,"ILLICOGREEN a pour ambition d'encourager les étudiants dans leur transition écologique malgré leur petit budget, leur manque de connaissance des alternatives...",37.0,03-30
74,CONNEC'TOOLS (58),449.0,Connec'Tools est là pour améliorer la productivité et l'organisation de son utilisateur et également pour lui faire économiser de l'argent. Ils proposent un ...,47.0,03-30
75,FLORIANE SCHMITT STUDIO (67),133.0,"FLORIANE SCHMITT propose un univers élégant et poétique, afin d'offrir à aux clients un style de vie harmonieux et paisible à travers Des collections de prod...",23.0,03-30
76,CRYSTALLUM (95),134.0,CRYSTALLUM est un projet de crédit de consommation aux utilisateurs qui lutte contre la pollution faite par le plastique. Les consommateurs sont rémunérés 10...,20.0,03-30
77,STUDENTS PLACE (59),64.0,STUDENTS PLACE est une entreprise qui vise à améliorer l'accueil des étudiants internationaux en France puis dans d'autres pays. Cette plateforme a été pensé...,0.0,03-30
78,Modu’LAB (51),337.0,"MODU’LAB propose des actions autour de l’éco responsabilité et de la culture. À ce titre, ils mettent en place des projets se modulant aux besoins de leurs p...",53.0,03-30
79,TOUROULE (33),84.0,"TOUROULE propose gratuitement une solution logicielle à télécharger (application mobile). Cette application communique avec des boîtiers de contrôle, à branc...",3.0,03-30
80,VISITCITY (93),71.0,"VISITCITY a pour mission de mettre en relation les voyageurs et les locaux pour favoriser les rencontres, les échanges et contribuer au développement économi...",4.0,03-30
81,ARC (35),572.0,"Dans une époque à forte mondialisation et de mobilité internationale, ARC souhaite rassembler des personnes de cultures différentes grâce à des  apprentissag...",109.0,03-30
82,DISCOREV (38),297.0,Discorev est une plateforme d’excursions authentiques annimées par des personnes passionnées et expérimentées.- Projet porté par Badiss BelhadjPour suivre le...,52.0,03-30
83,OODY (75),553.0,La raison d'être de OODY est de pouvoir protéger la planète tout en préservant le pouvoir d'achat des consommateurs. Leur mission est de réduire l'impact env...,107.0,03-30
84,MEKI MENSTRUATION (75),2597.0,"MEKI, c’est la marque de lingerie menstruelle thérapeutique 100 % confort, 100 % éco-responsable et 100 % made in France ! Leur but premier est de faciliter ...",913.0,03-30
85,COCON (42),1684.0,"COCON est un commerce multi espaces autour de la pâtisserie sans gluten et du partage. A travers leurs différents espaces, ils ont à cœur de mettre en avant ...",284.0,03-30
86,MEZ (94),90.0,"MEZ est la volonté de diversifier l’offre des spiritueux infusés / arrangés par d’autres alcools que le rhum, qui sont tout aussi légitimes de l’être par leu...",8.0,03-30
87,EDITIONS CORAMBÉ (57),223.0,"Les Editions Corambé propose des ebooks et des livres papier en impression à la demande, dans le genre de l’imaginaire pour normaliser des héros et héroïnes ...",39.0,03-30
